FIPST,STABR,LEAID,LEA_NAME,MSTREET_1,MSTREET_2,MSTREET_3,MCITY,MSTATE,MZIP,MZIP4,LSTREET_1,LSTREET_2,LSTREET_3,LCITY,LSTATE,LZIP,LZIP4,PHONE,LEA_TYPE_TEXT,All Students - American Indian/Alaska Native,All Students - Asian,All Students - Black,All Students - Hispanic,All Students - Two or More Races,All Students - Hawaiian Native / Pacific Islander,All Students - White,All Students,Grant Amount
48,TX,4821750,GREENWOOD ISD,2700 FM 1379,,,MIDLAND,TX,79706,5330,2700 FM 1379,,,MIDLAND,TX,79706,5330,(432)685-7800,Regular public school district that is not a component of a supervisory union,11,5,20,1163,31,0,1289,2519,
48,TX,4821780,GREGORY-PORTLAND ISD,608 COLLEGE ST,,,PORTLAND,TX,78374,,608 COLLEGE ST,,,PORTLAND,TX,78374,,(361)777-1091,Regular public school district that is not a component of a supervisory union,20,54,67,2554,72,8,1764,4539,
48,TX,4821810,GROESBECK ISD,P O BOX 559,,,GROESBECK,TX,76642,559,1202 N ELLIS,,,GROESBECK,TX,76642,559,(254)729-4100,Regular public school district that is not a component of a supervisory union,6,23,233,467,60,2,1098,1889,
48,TX,4821840,GROOM ISD,P O BOX 598,,,GROOM,TX,79039,598,304 W 3RD,,,GROOM,TX,79039,598,(806)248-7557,Regular public school district that is not a component of a supervisory union,0,0,3,20,0,0,125,148,
48,TX,4821900,GROVETON ISD,P O BOX 728,,,GROVETON,TX,75845,728,207 N MAIN ST,,,GROVETON,TX,75845,728,(936)642-1473,Regular public school district that is not a component of a supervisory union,1,5,47,102,33,0,578,766,
48,TX,4821930,GRUVER ISD,P O BOX 650,,,GRUVER,TX,79040,650,601 GARRETT ST,,,GRUVER,TX,79040,650,(806)733-2001,Regular public school district that is not a component of a supervisory union,0,2,0,216,1,0,217,436,
48,TX,4821960,GUNTER ISD,P O BOX 109,,,GUNTER,TX,75058,109,213 N 8TH ST,,,GUNTER,TX,75058,109,(903)433-4750,Regular public school district that is not a component of a supervisory union,6,4,5,193,21,0,594,823,
48,TX,4821990,GUSTINE ISD,503 W MAIN ST,,,GUSTINE,TX,76455,,503 W MAIN ST,,,GUSTINE,TX,76455,,(325)667-7303,Regular public school district that is not a component of a supervisory union,0,0,0,105,1,0,55,161,
48,TX,4822020,GUTHRIE CSD,P O BOX 70,,,GUTHRIE,TX,79236,70,301 JAGUAR LN,,,GUTHRIE,TX,79236,70,(806)596-4466,Regular public school district that is not a component of a supervisory union,0,0,0,11,0,0,101,112,
48,TX,4822050,HALE CENTER ISD,P O BOX 1210,,,HALE CENTER,TX,79041,1210,103 W CLEVELAND,,,HALE CENTER,TX,79041,1210,(806)839-2451,Regular public school district that is not a component of a supervisory union,5,2,12,442,8,0,153,622,
48,TX,4822120,HALLETTSVILLE ISD,P O BOX 368,,,HALLETTSVILLE,TX,77964,368,302 N RIDGE ST,,,HALLETTSVILLE,TX,77964,2522,(361)798-2242,Regular public school district that is not a component of a supervisory union,3,3,123,225,32,0,738,1124,
48,TX,4822140,HALLSBURG ISD,2313 HALLSBURG RD,,,WACO,TX,76705,5019,2313 HALLSBURG RD,,,WACO,TX,76705,5019,(254)875-2331,Regular public school district that is not a component of a supervisory union,1,0,4,29,2,0,143,179,
48,TX,4822170,HALLSVILLE ISD,P O BOX 810,,,HALLSVILLE,TX,75650,810,210 GREEN ST,,,HALLSVILLE,TX,75650,810,(903)668-5990,Regular public school district that is not a component of a supervisory union,23,45,340,706,196,1,3663,4974,
48,TX,4822230,HAMILTON ISD,400 S COLLEGE,,,HAMILTON,TX,76531,392,400 S COLLEGE,,,HAMILTON,TX,76531,392,(254)386-3149,Regular public school district that is not a component of a supervisory union,2,4,3,144,9,0,653,815,
48,TX,4822260,HAMLIN ISD,P O BOX 338,,,HAMLIN,TX,79520,338,450 SW AVE F,,,HAMLIN,TX,79520,4799,(325)576-2722,Regular public school district that is not a component of a supervisory union,0,4,10,172,21,0,206,413,
48,TX,4822320,HAMSHIRE-FANNETT ISD,P O BOX 223,,,HAMSHIRE,TX,77622,223,12702 SECOND ST,,,HAMSHIRE,TX,77622,223,(409)243-2133,Regular public school district that is not a component of a supervisory union,9,30,104,297,30,2,1366,1838,
48,TX,4822350,HAPPY ISD,P O BOX 458,,,HAPPY,TX,79042,458,500 NW THIRD,,,HAPPY,TX,79042,458,(806)558-5331,Regular public school district that is not a component of a supervisory union,0,0,4,46,6,0,196,252,
48,TX,4822380,HARDIN ISD,P O BOX 330,,,HARDIN,TX,77561,330,290 CR 2003 N,,,HARDIN,TX,77561,330,(936)298-2112,Regular public school district that is not a component of a supervisory union,11,2,50,187,35,1,1198,1484,
48,TX,4822410,HARDIN-JEFFERSON ISD,P O BOX 490,,,SOUR LAKE,TX,77659,490,520 W HERRING,,,SOUR LAKE,TX,77659,490,(409)981-6400,Regular public school district that is not a component of a supervisory union,10,14,213,221,42,1,1756,2257,
48,TX,4822470,HARLANDALE ISD,102 GENEVIEVE ST,,,SAN ANTONIO,TX,78214,2997,102 GENEVIEVE ST,,,SAN ANTONIO,TX,78214,2997,(210)989-4300,Regular public school district that is not a component of a supervisory union,4,15,44,14495,17,0,256,14831,
48,TX,4822500,HARLETON ISD,P O BOX 510,,,HARLETON,TX,75651,510,17000 SH 154,,,HARLETON,TX,75651,510,(903)777-2372,Regular public school district that is not a component of a supervisory union,4,1,13,53,19,0,692,782,
48,TX,4822530,HARLINGEN CISD,407 N 77 SUNSHINE STRIP,,,HARLINGEN,TX,78550,,407 N 77 SUNSHINE STRIP,,,HARLINGEN,TX,78550,,(956)430-9502,Regular public school district that is not a component of a supervisory union,15,88,76,17356,37,11,1117,18700,
48,TX,4822560,HARMONY ISD,9788 STATE HWY 154 W,,,BIG SANDY,TX,75755,,9788 STATE HWY 154 W,,,BIG SANDY,TX,75755,,(903)725-5492,Regular public school district that is not a component of a supervisory union,4,3,6,164,20,0,904,1101,
48,TX,4822590,HARPER ISD,P O BOX 68,,,HARPER,TX,78631,68,61 N RANCH RD 783,,,HARPER,TX,78631,,(830)864-4044,Regular public school district that is not a component of a supervisory union,2,0,1,92,4,3,501,603,
48,TX,4822620,HARROLD ISD,18106 STEWART ST,,,HARROLD,TX,76364,400,18106 STEWART ST,,,HARROLD,TX,76364,400,(940)886-2213,Regular public school district that is not a component of a supervisory union,1,2,3,45,1,0,64,116,
48,TX,4822650,HART ISD,P O BOX 490,,,HART,TX,79043,490,710 SECOND ST,,,HART,TX,79043,,(806)938-2143,Regular public school district that is not a component of a supervisory union,0,0,2,217,1,0,13,233,
48,TX,4822680,HARTLEY ISD,P O BOX 408,,,HARTLEY,TX,79044,408,901 JOHNSON,,,HARTLEY,TX,79044,,(806)365-4458,Regular public school district that is not a component of a supervisory union,0,0,0,134,1,0,97,232,
48,TX,4822710,HARTS BLUFF ISD,3506 FM 1402,,,MOUNT PLEASANT,TX,75455,9751,3506 FM 1402,,,MOUNT PLEASANT,TX,75455,9751,(903)572-5427,Regular public school district that is not a component of a supervisory union,0,3,5,277,10,0,283,578,
48,TX,4822740,HASKELL CISD,P O BOX 937,,,HASKELL,TX,79521,937,605 N AVE E,,,HASKELL,TX,79521,4516,(940)864-2602,Regular public school district that is not a component of a supervisory union,9,2,23,248,17,1,299,599,
48,TX,4822770,HAWKINS ISD,P O BOX 1430,,,HAWKINS,TX,75765,1430,231 HAWK DR,,,HAWKINS,TX,75765,1430,(903)769-2181,Regular public school district that is not a component of a supervisory union,0,0,80,35,36,3,567,721,
48,TX,4822800,HAWLEY ISD,P O BOX 440,,,HAWLEY,TX,79525,440,210 AVE E,,,HAWLEY,TX,79525,59,(325)537-2214,Regular public school district that is not a component of a supervisory union,1,0,5,156,10,0,573,745,
48,TX,4822830,HEARNE ISD,900 WHEELOCK ST,,,HEARNE,TX,77859,3096,900 WHEELOCK ST,,,HEARNE,TX,77859,3096,(979)279-3200,Regular public school district that is not a component of a supervisory union,2,0,416,351,12,1,97,879,
48,TX,4822850,HEDLEY ISD,P O BOX 69,,,HEDLEY,TX,79237,69,301 JONES,,,HEDLEY,TX,79237,69,(806)856-5323,Regular public school district that is not a component of a supervisory union,1,0,2,24,0,0,89,116,
48,TX,4822890,HEMPHILL ISD,P O BOX 1950,,,HEMPHILL,TX,75948,1950,1000 MILAM ST,,,HEMPHILL,TX,75948,1950,(409)787-3371,Regular public school district that is not a component of a supervisory union,3,4,89,87,59,1,673,916,
48,TX,4822920,HEMPSTEAD ISD,P O BOX 1007,,,HEMPSTEAD,TX,77445,1007,1440 13TH ST,,,HEMPSTEAD,TX,77445,1007,(979)826-3304,Regular public school district that is not a component of a supervisory union,2,6,465,928,17,1,214,1633,
48,TX,4822970,HENDERSON ISD,P O BOX 728,,,HENDERSON,TX,75653,728,200 N HIGH ST,,,HENDERSON,TX,75652,3103,(903)655-5000,Regular public school district that is not a component of a supervisory union,24,24,632,986,69,2,1680,3417,
48,TX,4822980,HENRIETTA ISD,1801 E CRAFTON,,,HENRIETTA,TX,76365,2414,1801 E CRAFTON,,,HENRIETTA,TX,76365,2414,(940)720-7900,Regular public school district that is not a component of a supervisory union,15,4,3,66,21,1,821,931,
48,TX,4823010,HEREFORD ISD,601 N 25 MILE AVE,,,HEREFORD,TX,79045,4406,601 N 25 MILE AVE,,,HEREFORD,TX,79045,4406,(806)363-7600,Regular public school district that is not a component of a supervisory union,11,10,23,3656,9,2,448,4159,
48,TX,4823040,HERMLEIGH ISD,8010 BUSINESS 84H,,,HERMLEIGH,TX,79526,,8010 BUSINESS 84H,,,HERMLEIGH,TX,79526,,(325)863-2772,Regular public school district that is not a component of a supervisory union,1,0,4,89,4,0,147,245,
48,TX,4823070,HICO ISD,P O BOX 218,,,HICO,TX,76457,218,901 CEDAR,,,HICO,TX,76457,218,(254)796-2181,Regular public school district that is not a component of a supervisory union,0,2,3,141,6,0,432,584,
48,TX,4823100,HIDALGO ISD,P O BOX 8220,,,HIDALGO,TX,78557,8220,324 E FLORA ST,,,HIDALGO,TX,78557,3004,(956)843-4405,Regular public school district that is not a component of a supervisory union,0,1,4,3243,0,0,4,3252,
48,TX,4823140,HIGGINS ISD,P O BOX 218,,,HIGGINS,TX,79046,218,406 N MAIN ST,,,HIGGINS,TX,79046,218,(806)852-2171,Regular public school district that is not a component of a supervisory union,0,1,2,30,0,0,104,137,
48,TX,4823160,HIGH ISLAND ISD,P O BOX 246,,,HIGH ISLAND,TX,77623,246,2113 6TH ST,,,HIGH ISLAND,TX,77623,246,(409)286-5317,Regular public school district that is not a component of a supervisory union,2,2,0,16,9,0,121,150,
48,TX,4823190,HIGHLAND ISD,6625 FM 608,,,ROSCOE,TX,79545,9801,6625 FM 608,,,ROSCOE,TX,79545,9801,(325)766-3652,Regular public school district that is not a component of a supervisory union,0,1,0,45,0,0,180,226,
48,TX,4823250,HIGHLAND PARK ISD,7015 WESTCHESTER DR,,,DALLAS,TX,75205,1061,7015 WESTCHESTER DR,,,DALLAS,TX,75205,1061,(214)780-3000,Regular public school district that is not a component of a supervisory union,24,427,53,349,145,10,6036,7044,
48,TX,4823280,HILLSBORO ISD,121 E FRANKLIN ST,,,HILLSBORO,TX,76645,2137,121 E FRANKLIN ST,,,HILLSBORO,TX,76645,2137,(254)582-8585,Regular public school district that is not a component of a supervisory union,5,11,314,1195,64,0,516,2105,
48,TX,4823310,HITCHCOCK ISD,7801 NEVILLE AVENUE BUILDING B,,,HITCHCOCK,TX,77563,1796,7801 NEVILLE AVENUE BUILDING B,,,HITCHCOCK,TX,77563,1796,(409)316-6545,Regular public school district that is not a component of a supervisory union,1,4,777,504,34,0,401,1721,
48,TX,4823370,HOLLAND ISD,P O BOX 217,,,HOLLAND,TX,76534,217,105 S ROSE LN,,,HOLLAND,TX,76534,217,(254)657-0175,Regular public school district that is not a component of a supervisory union,0,0,22,198,12,0,469,701,
48,TX,4823400,HOLLIDAY ISD,P O BOX 689,,,HOLLIDAY,TX,76366,689,751 COLLEGE AVE,,,HOLLIDAY,TX,76366,689,(940)586-1281,Regular public school district that is not a component of a supervisory union,7,1,4,79,15,0,853,959,
48,TX,4823430,HONDO ISD,P O BOX 308,,,HONDO,TX,78861,308,2604 AVE E,,,HONDO,TX,78861,,(830)426-3027,Regular public school district that is not a component of a supervisory union,2,4,18,1472,17,1,532,2046,
48,TX,4823460,HONEY GROVE ISD,1206 N SEVENTEENTH ST,,,HONEY GROVE,TX,75446,1801,1206 N SEVENTEENTH ST,,,HONEY GROVE,TX,75446,1801,(903)378-2264,Regular public school district that is not a component of a supervisory union,5,0,59,117,37,1,384,603,
48,TX,4823490,HOOKS ISD,100 E 5TH ST,,,HOOKS,TX,75561,,100 E 5TH ST,,,HOOKS,TX,75561,,(903)547-6077,Regular public school district that is not a component of a supervisory union,4,1,125,87,73,0,633,923,
48,TX,4823640,HOUSTON ISD,4400 W 18TH ST,,,HOUSTON,TX,77092,8501,4400 W 18TH ST,,,HOUSTON,TX,77092,8501,(713)556-9566,Regular public school district that is not a component of a supervisory union,533,8350,51706,134132,2292,175,18918,216106,
48,TX,4823670,HOWE ISD,105 W TUTT ST,,,HOWE,TX,75459,,105 W TUTT ST,,,HOWE,TX,75459,,(903)532-3228,Regular public school district that is not a component of a supervisory union,13,2,6,158,35,0,852,1066,
48,TX,4823700,HUBBARD ISD,3347 HWY 259 S,,,DEKALB,TX,75559,274,3347 HWY 259 S,,,DEKALB,TX,75559,274,(903)667-2645,Regular public school district that is not a component of a supervisory union,1,0,0,17,10,0,56,84,
48,TX,4823730,HUBBARD ISD,P O BOX 218,,,HUBBARD,TX,76648,218,1803 NW 4TH ST,,,HUBBARD,TX,76648,218,(254)576-2564,Regular public school district that is not a component of a supervisory union,2,1,49,63,16,0,258,389,
48,TX,4823760,HUCKABAY ISD,200 COUNTY RD 421,,,STEPHENVILLE,TX,76401,6429,200 COUNTY RD 421,,,STEPHENVILLE,TX,76401,6429,(254)968-8476,Regular public school district that is not a component of a supervisory union,4,1,0,36,2,0,165,208,
48,TX,4823790,HUDSON ISD,6735 TED TROUT DR,,,LUFKIN,TX,75904,6641,STATE HWY 94 W,,,LUFKIN,TX,75904,6641,(936)875-3351,Regular public school district that is not a component of a supervisory union,20,30,171,693,62,0,1870,2846,
48,TX,4823820,HUFFMAN ISD,P O BOX 2390,,,HUFFMAN,TX,77336,2390,24302 F M 2100,,,HUFFMAN,TX,77336,2390,(281)324-1871,Regular public school district that is not a component of a supervisory union,7,16,87,723,45,1,2564,3443,
48,TX,4823850,HUGHES SPRINGS ISD,871 TAYLOR ST,,,HUGHES SPRINGS,TX,75656,,871 TAYLOR ST,,,HUGHES SPRINGS,TX,75656,,(903)639-3802,Regular public school district that is not a component of a supervisory union,3,3,148,133,44,2,928,1261,
48,TX,4823880,HULL-DAISETTA ISD,P O BOX 477,,,DAISETTA,TX,77533,477,117 N MAIN HWY 770,,,DAISETTA,TX,77533,477,(936)536-6321,Regular public school district that is not a component of a supervisory union,2,0,44,34,19,1,367,467,
48,TX,4823910,HUMBLE ISD,20200 EASTWAY VILLAGE DR,,,HUMBLE,TX,77338,,20200 EASTWAY VILLAGE DR,,,HUMBLE,TX,77338,,(281)641-1000,Regular public school district that is not a component of a supervisory union,176,1248,8168,14325,872,203,16232,41224,
48,TX,4823970,HUNT ISD,P O BOX 259,,,HUNT,TX,78024,259,115 SCHOOL LN SW,,,HUNT,TX,78024,,(830)238-4893,Regular public school district that is not a component of a supervisory union,0,0,0,67,2,1,97,167,
48,TX,4824000,HUNTINGTON ISD,P O BOX 328,,,HUNTINGTON,TX,75949,328,908 MAIN ST,,,HUNTINGTON,TX,75949,328,(936)876-4287,Regular public school district that is not a component of a supervisory union,10,2,38,122,53,1,1498,1724,
48,TX,4824030,HUNTSVILLE ISD,441 FM 2821 E,,,HUNTSVILLE,TX,77320,9298,441 FM 2821 E,,,HUNTSVILLE,TX,77320,9298,(936)435-6300,Regular public school district that is not a component of a supervisory union,42,101,1788,2400,153,9,2767,7260,
48,TX,4824060,HURST-EULESS-BEDFORD ISD,1849A CENTRAL DR,,,BEDFORD,TX,76022,6096,1849A CENTRAL DR,,,BEDFORD,TX,76022,6096,(817)283-4461,Regular public school district that is not a component of a supervisory union,103,1607,4244,7087,1187,556,8336,23120,
48,TX,4824100,HUTTO ISD,200 COLLEGE ST,,,HUTTO,TX,78634,430,200 COLLEGE ST,,,HUTTO,TX,78634,430,(512)759-3771,Regular public school district that is not a component of a supervisory union,16,75,916,2931,325,24,2658,6945,
48,TX,4824120,IDALOU ISD,P O BOX 1338,,,IDALOU,TX,79329,,601 S WALNUT,,,IDALOU,TX,79329,,(806)892-1900,Regular public school district that is not a component of a supervisory union,3,0,2,429,7,0,585,1026,
48,TX,4824150,INDUSTRIAL ISD,P O BOX 369,,,VANDERBILT,TX,77991,369,167 5TH ST,,,VANDERBILT,TX,77991,369,(361)284-3226,Regular public school district that is not a component of a supervisory union,4,4,13,346,6,0,839,1212,
48,TX,4824180,INGLESIDE ISD,P O BOX 1320,,,INGLESIDE,TX,78362,1313,2664 SAN ANGELO,,,INGLESIDE,TX,78362,1313,(361)776-7631,Regular public school district that is not a component of a supervisory union,13,26,33,1220,53,1,847,2193,
48,TX,4824210,INGRAM ISD,510 COLLEGE ST,,,INGRAM,TX,78025,4100,510 COLLEGE ST,,,INGRAM,TX,78025,4100,(830)367-5517,Regular public school district that is not a component of a supervisory union,1,5,2,507,23,3,556,1097,
48,TX,4824240,IOLA ISD,P O BOX 159,,,IOLA,TX,77861,159,7282 FT WORTH ST,,,IOLA,TX,77861,159,(936)394-2361,Regular public school district that is not a component of a supervisory union,0,0,19,70,5,0,370,464,
48,TX,4824260,IOWA PARK CISD,P O BOX 898,,,IOWA PARK,TX,76367,898,328 E HWY,,,IOWA PARK,TX,76367,,(940)592-4193,Regular public school district that is not a component of a supervisory union,13,9,14,196,60,5,1550,1847,
48,TX,4824300,IRA ISD,6143 W FM 1606,,,IRA,TX,79527,240,6143 W FM 1606,,,IRA,TX,79527,240,(325)573-2629,Regular public school district that is not a component of a supervisory union,0,0,0,61,2,0,205,268,
48,TX,4824330,IRAAN-SHEFFIELD ISD,P O BOX 486,,,IRAAN,TX,79744,486,100 S FARR ST,,,IRAAN,TX,79744,486,(432)639-2512,Regular public school district that is not a component of a supervisory union,3,1,18,332,2,3,170,529,
48,TX,4824360,IREDELL ISD,P O BOX 39,,,IREDELL,TX,76649,39,501 E MCCLAIN,,,IREDELL,TX,76649,39,(254)364-2411,Regular public school district that is not a component of a supervisory union,0,0,0,38,1,0,101,140,
48,TX,4824420,IRVING ISD,P O BOX 152637,,,IRVING,TX,75015,2637,2621 W AIRPORT FWY,,,IRVING,TX,75062,6020,(972)600-5000,Regular public school district that is not a component of a supervisory union,567,1153,4438,25108,367,62,3097,34792,
48,TX,4824450,ITALY ISD,300 S COLLEGE,,,ITALY,TX,76651,,300 S COLLEGE,,,ITALY,TX,76651,,(972)483-1815,Regular public school district that is not a component of a supervisory union,2,2,89,188,19,0,285,585,
48,TX,4824480,ITASCA ISD,123 N COLLEGE,,,ITASCA,TX,76055,2307,123 N COLLEGE,,,ITASCA,TX,76055,2307,(254)687-2922,Regular public school district that is not a component of a supervisory union,2,9,50,304,24,0,294,683,
48,TX,4824530,JACKSBORO ISD,750 W BELKNAP,,,JACKSBORO,TX,76458,1605,750 W BELKNAP,,,JACKSBORO,TX,76458,1605,(940)567-7203,Regular public school district that is not a component of a supervisory union,7,6,8,327,27,0,632,1007,
48,TX,4824590,JACKSONVILLE ISD,P O BOX 631,,,JACKSONVILLE,TX,75766,631,800 COLLEGE AVE,,,JACKSONVILLE,TX,75766,2930,(903)586-6511,Regular public school district that is not a component of a supervisory union,28,25,813,2509,118,4,1456,4953,
48,TX,4824600,JARRELL ISD,P O BOX 9,,,JARRELL,TX,76537,9,312 N 5TH,,,JARRELL,TX,76537,,(512)746-2124,Regular public school district that is not a component of a supervisory union,1,8,63,729,70,2,618,1491,
48,TX,4824630,JASPER ISD,128 PARK ST,,,JASPER,TX,75951,3466,128 PARK ST,,,JASPER,TX,75951,3466,(409)384-2401,Regular public school district that is not a component of a supervisory union,5,9,1024,439,73,12,902,2464,
48,TX,4824660,JAYTON-GIRARD ISD,P O BOX 168,,,JAYTON,TX,79528,168,700 MADISON,,,JAYTON,TX,79528,168,(806)237-2991,Regular public school district that is not a component of a supervisory union,0,0,1,34,3,0,90,128,
48,TX,4824730,JEFFERSON ISD,1600 MLK,,,JEFFERSON,TX,75657,2116,1600 MLK,,,JEFFERSON,TX,75657,2116,(903)665-2461,Regular public school district that is not a component of a supervisory union,6,7,448,73,42,0,686,1262,
48,TX,4824750,JIM HOGG COUNTY ISD,P O BOX 880,,,HEBBRONVILLE,TX,78361,3025,210 W LUCILLE,,,HEBBRONVILLE,TX,78361,3025,(361)527-3203,Regular public school district that is not a component of a supervisory union,1,2,7,1136,1,0,34,1181,
48,TX,4824780,JIM NED CISD,P O BOX 9,,,TUSCOLA,TX,79562,9,830 GARZA ST,,,TUSCOLA,TX,79562,,(325)554-7500,Regular public school district that is not a component of a supervisory union,1,3,8,135,24,0,995,1166,
48,TX,4824810,JOAQUIN ISD,11109 US HWY 84 E,,,JOAQUIN,TX,75954,,11109 US HWY 84 E,,,JOAQUIN,TX,75954,,(936)269-3128,Regular public school district that is not a component of a supervisory union,3,1,38,105,17,0,527,691,
48,TX,4824840,JOHNSON CITY ISD,P O BOX 498,,,JOHNSON CITY,TX,78636,498,303 N LBJ DR,,,JOHNSON CITY,TX,78636,498,(830)868-7410,Regular public school district that is not a component of a supervisory union,5,4,0,196,17,0,468,690,
48,TX,4824900,JONESBORO ISD,P O BOX 125,,,JONESBORO,TX,76538,125,14909 E STATE HWY 36,,,JONESBORO,TX,76538,125,(254)463-2111,Regular public school district that is not a component of a supervisory union,1,0,1,41,5,0,239,287,
48,TX,4824930,JOSHUA ISD,P O BOX 40,,,JOSHUA,TX,76058,40,310 E 18TH ST,,,JOSHUA,TX,76058,3110,(817)202-2500,Regular public school district that is not a component of a supervisory union,25,19,69,1381,133,3,3677,5307,
48,TX,4824960,JOURDANTON ISD,200 ZANDERSON AVE,,,JOURDANTON,TX,78026,3045,200 ZANDERSON AVE,,,JOURDANTON,TX,78026,3045,(830)769-3548,Regular public school district that is not a component of a supervisory union,1,3,15,926,20,0,611,1576,
48,TX,4824990,JUDSON ISD,8012 SHIN OAK,,,LIVE OAK,TX,78233,2457,8012 SHIN OAK,,,LIVE OAK,TX,78233,2457,(210)945-5100,Regular public school district that is not a component of a supervisory union,60,430,4973,13064,783,86,3641,23037,
48,TX,4825020,JUNCTION ISD,1700 COLLEGE ST,,,JUNCTION,TX,76849,4508,1700 COLLEGE ST,,,JUNCTION,TX,76849,4508,(325)446-3537,Regular public school district that is not a component of a supervisory union,0,4,2,244,7,0,376,633,
48,TX,4825110,KARNACK ISD,P O BOX 259,,,KARNACK,TX,75661,259,655 FASON,,,KARNACK,TX,75661,,(903)679-3117,Regular public school district that is not a component of a supervisory union,0,0,81,14,15,0,28,138,
48,TX,4825140,KARNES CITY ISD,314 N HWY 123,,,KARNES CITY,TX,78118,1900,314 N HWY 123,,,KARNES CITY,TX,78118,1900,(830)780-2321,Regular public school district that is not a component of a supervisory union,2,0,15,778,2,1,275,1073,
48,TX,4825170,KATY ISD,P O BOX 159,,,KATY,TX,77492,159,6301 S STADIUM LN,,,KATY,TX,77494,1057,(281)396-6000,Regular public school district that is not a component of a supervisory union,275,11214,7780,26048,2167,93,27851,75428,
48,TX,4825200,KAUFMAN ISD,1000 S HOUSTON ST,,,KAUFMAN,TX,75142,2298,1000 S HOUSTON ST,,,KAUFMAN,TX,75142,2298,(972)932-2622,Regular public school district that is not a component of a supervisory union,21,20,195,1745,75,4,1788,3848,
48,TX,4825230,KEENE ISD,P O BOX 656,,,KEENE,TX,76059,656,3625 HWY 67 E BLDG C,,,KEENE,TX,76059,656,(817)774-5200,Regular public school district that is not a component of a supervisory union,5,2,50,377,40,187,397,1058,
48,TX,4825260,KELLER ISD,350 KELLER PKWY,,,KELLER,TX,76248,3447,350 KELLER PKWY,,,KELLER,TX,76248,3447,(817)744-1000,Regular public school district that is not a component of a supervisory union,179,2890,2993,8009,1452,73,19064,34660,
48,TX,4825290,KELTON ISD,16703 FM 2697,,,WHEELER,TX,79096,7715,INTERSECTION OF F M 596 AND 26,,,WHEELER,TX,79096,7715,(806)826-5795,Regular public school district that is not a component of a supervisory union,0,1,0,36,6,0,61,104,
48,TX,4825320,KEMP ISD,905 S MAIN ST,,,KEMP,TX,75143,,905 S MAIN ST,,,KEMP,TX,75143,,(903)498-1314,Regular public school district that is not a component of a supervisory union,7,3,31,348,53,2,1098,1542,
48,TX,4825410,KENEDY COUNTY WIDE CSD,BOX 100,,,SARITA,TX,78385,100,150 E LA PARRA ST,,,SARITA,TX,78385,100,(361)294-5381,Regular public school district that is not a component of a supervisory union,0,1,3,63,1,0,7,75,
48,TX,4825440,KENEDY ISD,401 F M 719,,,KENEDY,TX,78119,2034,401 F M 719,,,KENEDY,TX,78119,2034,(830)583-4100,Regular public school district that is not a component of a supervisory union,1,1,20,685,11,0,77,795,
48,TX,4825470,KENNARD ISD,304 HWY SEVEN E,,,KENNARD,TX,75847,38,304 HWY SEVEN E,,,KENNARD,TX,75847,38,(936)655-2008,Regular public school district that is not a component of a supervisory union,2,0,35,19,8,0,193,257,
48,TX,4825500,KENNEDALE ISD,P O BOX 467,,,KENNEDALE,TX,76060,467,120 W KENNEDALE PKWY,,,KENNEDALE,TX,76060,467,(817)563-8000,Regular public school district that is not a component of a supervisory union,15,121,691,738,130,9,1436,3140,
48,TX,4825530,KERENS ISD,200 BOBCAT LN,,,KERENS,TX,75144,,200 BOBCAT LN,,,KERENS,TX,75144,,(903)396-2924,Regular public school district that is not a component of a supervisory union,1,1,155,149,24,0,279,609,
48,TX,4825560,KERMIT ISD,601 S POPLAR,,,KERMIT,TX,79745,4712,601 S POPLAR,,,KERMIT,TX,79745,4712,(432)586-1000,Regular public school district that is not a component of a supervisory union,5,12,21,1088,8,0,270,1404,
48,TX,4825590,KERRVILLE ISD,1009 BARNETT ST,,,KERRVILLE,TX,78028,4614,1009 BARNETT ST,,,KERRVILLE,TX,78028,4614,(830)257-2200,Regular public school district that is not a component of a supervisory union,18,64,95,2313,80,10,2411,4991,
48,TX,4825620,KILGORE ISD,301 N KILGORE ST,,,KILGORE,TX,75662,5499,301 N KILGORE ST,,,KILGORE,TX,75662,5499,(903)988-3900,Regular public school district that is not a component of a supervisory union,20,38,615,1335,172,1,1909,4090,
48,TX,4825660,KILLEEN ISD,P O BOX 967,,,KILLEEN,TX,76540,967,200 N W S YOUNG DR,,,KILLEEN,TX,76543,4025,(254)336-0006,Regular public school district that is not a component of a supervisory union,269,1065,15132,12885,3231,832,10368,43782,
48,TX,4825680,KINGSVILLE ISD,P O BOX 871,,,KINGSVILLE,TX,78364,871,207 N THIRD ST,,,KINGSVILLE,TX,78363,4401,(361)592-3387,Regular public school district that is not a component of a supervisory union,3,42,125,2962,5,0,285,3422,
48,TX,4825710,KIRBYVILLE CISD,206 E MAIN ST,,,KIRBYVILLE,TX,75956,2128,206 E MAIN ST,,,KIRBYVILLE,TX,75956,2128,(409)423-7520,Regular public school district that is not a component of a supervisory union,3,9,145,109,64,1,1206,1537,
48,TX,4825740,KLEIN ISD,7200 SPRING CYPRESS RD,,,KLEIN,TX,77379,3299,7200 SPRING CYPRESS RD,,,KLEIN,TX,77379,3299,(832)249-4000,Regular public school district that is not a component of a supervisory union,223,4498,7337,20800,1496,62,17394,51810,
